ID,英文名稱,中文名稱,圖片,化學式,更新日期
789742,barium lactate,乳酸钡,,Ba(C<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789743,barium isoamyl sulfate,异戊硫酸钡,,Ba(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>SO</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789744,barium hydrogen oxalate,草酸氢钡；酸式草酸钡,,Ba(HC<Sub>2</Sub><Font>O</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789745,barium gluconate,葡萄糖酸钡,,Ba(C<Sub>6</Sub><Font>H</Font><Sub>11</Sub><Font>O</Font><Sub>7</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789746,barium formate,甲酸钡；蚁酸钡,,Ba(CHO<Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789747,barium ethyl sulfate,乙硫酸钡,,Ba(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>SO</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789748,barium ethyl acetoacetate,钡乙醯乙酸乙酯,,(CH<Sub>3</Sub><Font>COCHCOOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>2</Sub><Font>Ba</Font>,2023-01-17
789749,barium ethoxide; barium ethylate,乙氧化钡；乙醇钡,,Ba(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>O)</Font><Sub>2</Sub>,2023-01-17
789750,barium diphenylamine sulfonate,二苯胺磺酸钡,,Ba(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789751,barium cresyl sulfonate,甲苯磺酸钡,,Ba(CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789752,barium citrate,柠檬酸钡,,Ba<Sub>3</Sub><Font>(C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>7</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789753,barium cinnamate,桂皮酸钡；肉桂酸钡,,<p>Ba(C<sub>6</sub>H<sub>5</sub>CH=CHCOO)<sub>2</sub></p>,2023-01-17
789754,barium cacodylate,二甲次砷酸钡,,Ba[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>AsO</Font><Sub>2</Sub><Font>]</Font><Sub>2</Sub>,2023-01-17
789755,barium butyrate,丁酸钡；酪酸钡,,Ba(C<Sub>4</Sub><Font>H</Font><Sub>7</Sub><Font>O</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789756,barium benzosulfonate,苯磺酸钡,,Ba(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>SO</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789757,barium benzoate,苯甲酸钡；安息香酸钡,,Ba(C<Sub>7</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789758,barium acetate,乙酸钡；醋酸钡,,Ba(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
789759,barbituric acid; malonyl urea,巴比妥酸；丙二醯脲；嘧啶三酮,,C<Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
789760,barbital,巴比妥；二乙基丙二醯脲,,C<Sub>8</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
789761,barbital sodium,巴比妥钠；二乙基丙二醯脲钠,,NaC<Sub>8</Sub><Font>H</Font><Sub>11</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
789762,barbatolic acid,松萝酸,,C<Sub>18</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>10</Sub>,2023-01-17
789763,barbatol,巴拜酚,,C<Sub>20</Sub><Font>H</Font><Sub>36</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
789764,barbatic acid,巴拜酸；石蕊酸,,C<Sub>19</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font><Sub>7</Sub>,2023-01-17
789765,baptitoxine; cytisine,金雀花碱；野靛根毒碱,,C<Sub>11</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2023-01-17
789766,baphiin,巴芬,,C<Sub>24</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font><Sub>8</Sub>,2023-01-17
789767,baicalin,"贝加灵；5,6,7-三羟黄酮-7-葡萄糖醛酸酯",,C<Sub>21</Sub><Font>H</Font><Sub>18</Sub><Font>O</Font><Sub>11</Sub>,2023-01-17
789768,"baicalein; 5,6,7-trihydroxyflavone","贝加因；5,6,7-三羟黄酮",,C<Sub>15</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>5</Sub>,2023-01-17
789769,baeckol,桃金囊娘酚,,C<Sub>12</Sub><Font>H</Font><Sub>18</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789770,Baeyer's acid; croceic acid,拜耳酸；2-萘酚-8-磺酸,,HOC<Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>SO</Font><Sub>3</Sub><Font>H</Font>,2023-01-17
789771,bacteriochlorophyll,细菌叶绿素,,C<Sub>52</Sub><Font>H</Font><Sub>70</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>6</Sub><Font>Mg</Font>,2023-01-17
789772,"1,1'-azoxynaphthalene azulene","1,1'-氧偶氮[二]萘薁",,C<Sub>10</Sub><Font>H</Font><Sub>7</Sub><Font>N(O)=NC</Font><Sub>10</Sub><Font>H</Font><Sub>7</Sub><Font>C</Font><Sub>10</Sub><Font>H</Font><Sub>8</Sub>,2023-01-17
789773,azoxydibenzoic acid; azoxybenzoic acid,氧化偶氮[二]苯甲酸,,HOOCC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(NON)C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOH</Font>,2023-01-17
789774,o-azoxybenzoic acid,邻-氧偶氮[二]苯甲酸,,<p>HOOCC<sub>6</sub>H<sub>4</sub>N(O)=NC<sub>6</sub>H<sub>4</sub>COOH</p>,2025-05-19
789775,azoxybenzenedicarboxylic acid; azoxybenzoic acid,氧偶氮[二]苯甲酸,,HOOCC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>N(O)=NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOH</Font>,2023-01-17
789776,azoxybenzene,氧偶氮苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>N(O)=NC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
789777,o-azotoluene,"邻-偶氮[二]【艹叨】；2,2'-二甲偶氮苯",,<p>(CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>)<sub>2</sub>N<sub>2</sub></p>,2025-05-19
789778,"o-azophenol {2,2'-dihydroxyazobenzene}","邻-偶氮苯酚 {2,2'-二羟偶氮苯}",,<p>HOC<sub>6</sub>H<sub>4</sub>N=NC<sub>6</sub>H<sub>4</sub>OH</p>,2025-05-19
789779,"o-azophenetole {2,2'-diethoxyazobenzene}","邻-偶氮[二]苯基乙基醚；邻-偶氮双乙氧苯 {2,2'-二乙氧偶氮苯}",,<p>(C<sub>2</sub>H<sub>5</sub>OC<sub>6</sub>H<sub>4</sub>)<sub>2</sub>N<sub>2</sub></p>,2025-05-19
789780,"1,2'-azonaphthalene; α,β'-dinaphthyldiimide","1,2'-偶氮[二]萘；α,β'-二萘二亚胺",,C<Sub>10</Sub><Font>H</Font><Sub>7</Sub><Font>N=NC</Font><Sub>10</Sub><Font>H</Font><Sub>7</Sub>,2023-01-17
789781,"1,1'-azonaphthalene; di-α-naphthyldiimide","1,1'-二偶氮[二]萘；二-α-萘二亚胺",,C<Sub>10</Sub><Font>H</Font><Sub>7</Sub><Font>N=NC</Font><Sub>10</Sub><Font>H</Font><Sub>7</Sub>,2023-01-17
789782,azomycin,吖霉素,,N<Sub>2</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>2</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789783,azomethane,偶氮[二]甲烷；二甲二亚胺,,CH<Sub>3</Sub><Font>N=NCH</Font><Sub>3</Sub>,2023-01-17
789784,azole; pyrrole,吡咯,,C<Sub>4</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font>,2023-01-17
789785,azoformamide; azodicarbonamide,偶氮[二]甲醯胺,,H<Sub>2</Sub><Font>NCON=NCONH</Font><Sub>2</Sub>,2023-01-17
789786,"p,p'-azodiphenyl; 4,4'-azobiphenyl","p,p'-偶氮联苯；4,4'-二苯偶氮苯",,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub><Font>N</Font><Sub>2</Sub>,2023-01-17
789787,azophenetole,二乙氧基偶氮苯,,<p>(C<sub>2</sub>H<sub>5</sub>OC<sub>6</sub>H<sub>4</sub>)<sub>2</sub>N<sub>2</sub></p>,2025-05-16
789788,azodicarboxylic acid; azoformic acid,偶氮[二]甲酸,,HOOCN<Sub>2</Sub><Font>COOH</Font>,2023-01-17
789789,azodicarbonamide; azoformamide,偶氮[二]甲醯胺,,H<Sub>2</Sub><Font>NCON=NCONH</Font><Sub>2</Sub>,2023-01-17
789790,azodibenzoic acid; azobenzoic acid,偶氮[二]苯甲酸,,(HOOCC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>N)</Font><Sub>2</Sub>,2023-01-17
789791,azochloramide,偶氮氯脒；二氯偶氮脒,,[(H<Sub>2</Sub><Font>N)C=NCl]</Font><Sub>2</Sub><Font>N</Font><Sub>2</Sub>,2023-01-17
789792,azodianiline; diaminoazobenzene,偶氮二苯胺；二胺基偶氮苯,,(H<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub><Font>N</Font><Sub>2</Sub>,2023-01-17
789793,"2,2'-azobis(4-methoxy-2,4-dimethylvaleronitrile)","2,2'-偶氮双(4-甲氧-2,4-二甲基戊腈)",,C<Sub>16</Sub><Font>H</Font><Sub>28</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789794,"2,2'-azobisisobutyronitrile; 2,2'-azobis(2-methyl-propionitrile)","2,2'-偶氮双异丁腈；2,2'-偶氮双(2-甲丙腈)",,C<Sub>8</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>4</Sub>,2023-01-17
789795,"1,1'-azobisformamide",偶氮双甲醯胺,,C<Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789796,"azobiscyanovaleric acid; 4,4'-azobis(4-cyanovaleric acid)","4,4'-偶氮双(4-氰戊酸)",,C<Sub>12</Sub><Font>H</Font><Sub>16</Sub><Font>N</Font><Sub>4</Sub>,2023-01-17
789797,"1,1'-azobiscarbamide; azodicarbonamide",偶氮双胺甲醯；偶氮双甲醯胺,,H<Sub>2</Sub><Font>NCON=NCONH</Font><Sub>2</Sub>,2023-01-17
789798,"p,p'-azobiphenyl; 4,4'-azodiphenyl","p,p'-偶氮联苯；4,4'-二苯偶氮苯",,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub><Font>N</Font><Sub>2</Sub>,2023-01-17
789799,azobenzoic acid; azobenzenedicarboxylic acid,偶氮苯[二]甲酸,,(HOOCC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>)</Font><Sub>2</Sub><Font>N</Font><Sub>2</Sub>,2023-01-17
789800,azobenzenedicarboxylic acid; azobenzoic acid,偶氮苯二甲酸；偶氮苯甲酸,,HOOCC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>N=NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOH</Font>,2023-01-17
789801,azobenzene; azobenzide; azobenzole; benzeneazobenzene,偶氮苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>N=NC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
789802,azoanisol,偶氮大茴香醚；偶氮苯基甲基醚,,(CH<Sub>3</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>N=)</Font><Sub>2</Sub>,2023-01-17
789803,azoaniline; diaminoazobenzene,偶氮苯胺；二胺偶氮苯,,H<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>N=NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NH</Font><Sub>2</Sub>,2023-01-17
789804,aziridine; ethylenimine,吖【口+元】；氮【口+元】；吖环丙烷；伸乙亚胺,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font>,2023-01-17
789805,aziminobenzene; benzotriazole,苯并三唑,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font><Sub>3</Sub>,2023-01-17
789806,azimidobenzene; aziminobenzene,偶氮亚胺苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font><Sub>3</Sub>,2023-01-17
789807,azimethane; azimethylene; diazomethane,重氮甲烷,,CH<Sub>2</Sub><Font>N</Font><Sub>2</Sub>,2023-01-17
789808,aziethane; aziethylene; diazoethane,重氮乙烷,,C<Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>2</Sub>,2023-01-17
789809,azidobenzene,叠氮苯,,N<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
789810,azidoacetic acid,叠氮乙酸,,N<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>COOH</Font>,2023-01-17
789811,azetidine; tetrahydroazete; trimethyleneimine,四氢吖唉；四氢氮唉；三亚甲亚胺,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub><Font html:Color=""#000000"">N</Font>",2023-01-17
789812,azelaic dinitrile,壬二腈,,(CH<Sub>2</Sub><Font>)</Font><Sub>7</Sub><Font>(CN)</Font><Sub>2</Sub>,2023-01-17
789813,azelaic acid diethyl ester,壬二酸二乙酯,,CH<Sub>2</Sub><Font>[(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>]</Font><Sub>2</Sub>,2023-01-17
789815,6-azauracil,6-氮尿嘧啶；6-吖尿嘧啶,,C<Sub>3</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789816,6-azathymine,6-氮胸嘧啶；6-吖胸嘧啶,,C<Sub>4</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789817,azaserine,氮丝胺酸；吖丝胺酸,,C<Sub>5</Sub><Font>H</Font><Sub>7</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789818,1-azaphenanthrene,1-氮菲；1-吖菲,,C<Sub>13</Sub><Font>H</Font><Sub>9</Sub><Font>N</Font>,2023-01-17
789819,4-azaindole,4-氮吲哚；4-吖吲哚,,C<Sub>7</Sub><Font>N</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
789820,azafrin,玄参红酸,,C<Sub>27</Sub><Font>H</Font><Sub>38</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789821,azacyclopropane; aziridine; azirane,吖【口+元】；氮【口+元】；吖环丙烷,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font>,2023-01-17
789822,axerophthol; retinol; vitamin A1,抗干眼醇；视网醇；维生素A1,,C<Sub>20</Sub><Font>H</Font><Sub>29</Sub><Font>OH</Font>,2023-01-17
789823,axerophthene,抗干眼烯,,C<Sub>20</Sub><Font>H</Font><Sub>30</Sub>,2023-01-17
789824,auroxanthin,金黄质,,C<Sub>40</Sub><Font>H</Font><Sub>56</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789825,aurin; p-rosolic acid,奥林；玫红酸,,C<Sub>19</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
789826,aureomycine; chlorotetracycline,金霉素；氯四环素,,C<Sub>22</Sub><Font>H</Font><Sub>23</Sub><Font>ClN</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
789827,auramine hydrochloride; auamine,奥拉明盐酸盐；金黄胺盐酸盐,,[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>]</Font><Sub>2</Sub><Font>C=NH·HCl</Font>,2023-01-17
789828,auramine,奥拉明；金黄胺,,[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>]</Font><Sub>2</Sub><Font>C=NH</Font>,2023-01-17
789829,anisaldehyde; aubepine,大茴香醛；对-甲氧苯甲醛,,<p>CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>CHO</p>,2024-10-09
789830,atropine valerate,戊酸颠茄碱,,C<Sub>17</Sub><Font>H</Font><Sub>23</Sub><Font>NO</Font><Sub>3</Sub><Font>C</Font><Sub>5</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789831,atropine sulfate,颠茄碱硫酸盐,,(C<Sub>17</Sub><Font>H</Font><Sub>23</Sub><Font>NO</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>·H</Font><Sub>2</Sub><Font>SO</Font><Sub>4</Sub>,2023-01-17
789832,atropine chloroaurate,氯金酸颠茄碱,,C<Sub>17</Sub><Font>H</Font><Sub>23</Sub><Font>NO</Font><Sub>3</Sub><Font>HAuCl</Font>,2023-01-17
789833,atropine,阿托品；颠茄碱,,C<Sub>17</Sub><Font>H</Font><Sub>23</Sub><Font>NO</Font><Sub>3</Sub>,2023-01-17
789834,atropic acid; α-phenylacrylic acid,颠茄酸；阿托酸；α-苯丙烯酸,,CH<Sub>2</Sub><Font>=C(C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)COOH</Font>,2023-01-17
789835,atropamine; apoatropine,变颠茄碱；变阿托品,,C<Sub>17</Sub><Font>H</Font><Sub>21</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789836,atrolactic acid; atrolactinic acid,2-苯乳酸,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>(OH)C(CH</Font><Sub>3</Sub><Font>)COOH</Font>,2023-01-17
789837,atroglyceric acid,2-苯甘油酸,,CH<Sub>2</Sub><Font>(OH)C(C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)OHCOOH</Font>,2023-01-17
789838,atoxylic acid; arsanilic acid {p-aminophenylarsonic acid},对-胺苯异亚砷酸,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>AsO(OH)<sub>2</sub></p>,2025-05-15
789839,atophan; atophane; cinchophene; 2-phenylcinchoninic acid; 2-phenyl-4-quinoline-carboxylic acid,阿托方；辛可芬；2-苯辛可宁酸；2-苯-4-喹啉甲酸,,C<Sub>16</Sub><Font>H</Font><Sub>11</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789840,atisine hydrochloride,阿提新盐酸盐,,C<Sub>22</Sub><Font>H</Font><Sub>33</Sub><Font>NO</Font><Sub>2</Sub><Font>·HCl</Font>,2023-01-17
789841,atisine,阿提新；附子碱,,C<Sub>22</Sub><Font>H</Font><Sub>33</Sub><Font>NO</Font><Sub>2</Sub>,2023-01-17
789843,aspidospermine,坚木碱,,C<Sub>22</Sub><Font>H</Font><Sub>30</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789844,aspidinol,绵马素,,C<Sub>12</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789845,aspartic acid,天[门]冬胺酸,,HOOCCH(NH<Sub>2</Sub><Font>)CH</Font><Sub>2</Sub><Font>COOH</Font>,2023-01-17
789846,aspidin,绵马酚,,C<Sub>25</Sub><Font>H</Font><Sub>32</Sub><Font>O</Font><Sub>8</Sub>,2023-01-17
789847,aspartame,阿司巴丹,,C<Sub>14</Sub><Font>H</Font><Sub>18</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>5</Sub>,2023-01-17
789848,asparagine,天冬醯胺酸；天[门]冬素,,HOOCCH(NH<Sub>2</Sub><Font>)CH</Font><Sub>2</Sub><Font>CONH</Font><Sub>2</Sub>,2023-01-17
789849,asparamide; aspartamic acid; asparagine,天[门]冬醯胺酸；天[门]冬素,,H<Sub>2</Sub><Font>NCOCH</Font><Sub>2</Sub><Font>CH(NH</Font><Sub>2</Sub><Font>)COOH</Font>,2023-01-17
789850,asparacemic acid; asparaginic acid,天[门]冬胺酸,,HOOCCH(NH<Sub>2</Sub><Font>)CH</Font><Sub>2</Sub><Font>COOH</Font>,2023-01-17
789851,aseptol; sozolic acid; o-phenolsulfonic acid,邻-苯酚磺酸,,<p>C<sub>6</sub>H<sub>4</sub>(OH)SO<sub>3</sub>H</p>,2025-05-15
789852,ascosterol,子囊固醇,,C<Sub>28</Sub><Font>H</Font><Sub>46</Sub><Font>O</Font>,2023-01-17
789853,asepsin; p-bromoacetanilide,对-溴乙醯胺苯,,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>Br</p>,2025-05-15
789854,ascorbyl stearate,硬脂酸抗坏血酸酯,,C<Sub>24</Sub><Font>H</Font><Sub>42</Sub><Font>O</Font><Sub>7</Sub>,2023-01-17
789855,ascorbin; sodium ascorbate,抗坏血酸钠,,C<Sub>6</Sub><Font>H</Font><Sub>7</Sub><Font>NaO</Font><Sub>6</Sub>,2023-01-17
789856,ascorbic acid; vitamin C,抗坏血酸；维生素C,,C<Sub>6</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
789857,ascabiol; benzyl benzoate,苯甲酸苯甲酯；苄酸苄酯,,C<Sub>14</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789858,"ascaridole; 1,4-peroxido-p-menth-2-ene","驱蛔脑；1,4-二桥氧-对-䓝-2-烯",,<p>C<sub>10</sub>H<sub>16</sub>O<sub>2</sub></p>,2025-05-15
789859,asarylaldehyde,"细辛醛；2,4,5-三甲氧苯甲醛",,(CH<Sub>3</Sub><Font>O)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>CHO</Font>,2023-01-17
789860,"asaronic acid; asarylic acid; 2,4,5-trimethoxybenzoic acid","细辛酸；2,4,5-三甲氧苯甲酸",,(CH<Sub>3</Sub><Font>O)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>COOH</Font>,2023-01-17
789861,"asarone; 1,2,4-trimethoxy-5-propenylbenzene","细辛脑；1,2,4-三甲氧-5-丙烯苯",,(CH<Sub>3</Sub><Font>O)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>CH=CHCH</Font><Sub>3</Sub>,2023-01-17
789862,asarinin,细辛素,,C<Sub>20</Sub><Font>H</Font><Sub>18</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
789863,arsphenamine,砷凡纳明；606,,C<Sub>12</Sub><Font>H</Font><Sub>14</Sub><Font>As</Font><Sub>2</Sub><Font>Cl</Font><Sub>2</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
789864,arsinoethane; ethylarsine,胂乙烷；乙胂,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)AsH</Font><Sub>2</Sub>,2023-01-17
789865,arsenophenol,偶砷苯酚,,HOC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>As=AsC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>OH</Font>,2023-01-17
789866,arsenomethane,偶砷甲烷,,CH<Sub>3</Sub><Font>As=AsCH</Font><Sub>3</Sub>,2023-01-17
789867,arsenoacetic acid,偶胂乙酸,,HOOCCH<Sub>2</Sub><Font>As=AsCH</Font><Sub>2</Sub><Font>(COOH)</Font>,2023-01-17
789868,arsenobenzene,偶胂苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>As=AsC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
789869,arsenic triethyl; triethylarsine,三乙胂,,As(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>3</Sub>,2023-01-17
789870,arsenic triacetate,[三]乙酸砷,,As(CH<Sub>3</Sub><Font>COO)</Font><Sub>3</Sub>,2023-01-17
789871,arsanilic acid; p-aminophenylarsonic acid,对-胺苯异亚砷酸,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>AsO(OH)<sub>2</sub></p>,2025-05-15
789872,arsenic acetate,乙酸砷,,As(CH<Sub>3</Sub><Font>COO)</Font><Sub>3</Sub>,2023-01-17
789873,arsanidane,四氢砷茚,,C<Sub>8</Sub><Font>H</Font><Sub>8</Sub><Font>As</Font>,2023-01-17
789874,arsacetine; acetyl atoxyl; acetylarsanilic acid,阿沙西丁；乙醯对-胺苯异亚砷酸,,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>AsO(OH)<sub>2</sub></p>,2025-05-15
789875,arrhenal,甲胂酸二钠,,Na<Sub>2</Sub><Font>(CH</Font><Sub>3</Sub><Font>AsO</Font><Sub>3</Sub><Font>)</Font>,2023-01-17
789876,armepavine,亚美罂粟碱,,C<Sub>19</Sub><Font>H</Font><Sub>23</Sub><Font>NO</Font><Sub>3</Sub>,2023-01-17
789877,aricine,阿立新碱,,C<Sub>22</Sub><Font>H</Font><Sub>26</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
789878,arginsuccinic acid,精琥珀酸；筋琥珀酸,,C<Sub>10</Sub><Font>H</Font><Sub>19</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
789879,arginine picrate,苦味酸精胺酸,,C<Sub>6</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub><Font>·C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>7</Sub>,2023-01-17
