ID,英文名稱,中文名稱,圖片,化學式,更新日期
534028,isodextrosamine fructosamine,果胺糖,,C<Sub>6</Sub><Font>H</Font><Sub>11</Sub><Font>O</Font><Sub>5</Sub><Font>NH</Font><Sub>2</Sub>,2023-01-17
534029,isodecyl alcohol,异癸醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>6</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
534030,isodecane,异癸烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>6</Sub><Font>CH</Font><Sub>3</Sub>,2023-01-17
534031,isocymene,异【草(之上)+散】,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534032,isocyanilic acid,怪氰酸,,NC(NOH)C(NO<Sub>2</Sub><Font>H)CHNOH</Font>,2023-01-17
534033,isocyanuric acid,异三聚氰酸,,(HNCO)<Sub>3</Sub>,2023-01-17
534034,isocyanic acid tolyl ester,异氰酸【草(之上)+叨】酯,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NCO</Font>,2023-01-17
534035,isocyanic acid phenyl ester,异氰酸苯酯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NCO</Font>,2023-01-17
534036,isocyanic acid ethyl ester,异氰酸乙酯,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>NCO</Font>,2023-01-17
534037,isocyanic acid,异氰酸,,HN=C=O,2023-01-17
534038,isocyanic acid isobutyl ester; isobutyl isocyanate,异氰酸异丁酯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>NCO</Font>,2023-01-17
534039,isocrotyl chloride,异丁烯氯；1-氯-2-甲基丙烯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C=CHCl</Font>,2023-01-17
534040,isocoumarin,异香豆素；异薰草素,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CH=CHCOO</Font>,2023-01-17
534041,isocrotonic acid,异巴豆酸；2-丁烯酸,,CH<Sub>3</Sub><Font>CH=CHCOOH</Font>,2023-01-17
534042,isocotoin,异可托因,,C<Sub>14</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
534043,isocorydaline,异紫堇碱；异科立达林,,C<Sub>22</Sub><Font>H</Font><Sub>27</Sub><Font>NO</Font><Sub>4</Sub>,2023-01-17
534044,isocodeine,异可待因；异甲吗啡,,C<Sub>18</Sub><Font>H</Font><Sub>21</Sub><Font>NO</Font><Sub>3</Sub>,2023-01-17
534045,isocorybulbine,异紫堇鳞茎碱,,C<Sub>21</Sub><Font>H</Font><Sub>25</Sub><Font>NO</Font><Sub>4</Sub>,2023-01-17
534046,isocitric acid,"异柠檬酸；1-羟-1,2,3-丙三甲酸",,HOOCCH(OH)CH(COOH)CH<Sub>2</Sub><Font>COOH</Font>,2023-01-17
534047,isocinnamic acid,异桂皮酸,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH=CHCOOH</Font>,2023-01-17
534048,isocinnamalamide,异桂皮醯胺,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font><Sub>2</Sub><Font>CONH</Font><Sub>2</Sub>,2023-01-17
534049,"isocinchomeronic acid; 2,5-pyridinedicarboxylic acid","2,5-吡啶二甲酸",,C<Sub>5</Sub><Font>H</Font><Sub>3</Sub><Font>N(COOH)</Font><Sub>2</Sub>,2023-01-17
534050,isochrysene,"异【草(之上)+快】；9,10-苯并菲",,C<Sub>18</Sub><Font>H</Font><Sub>12</Sub>,2023-01-17
534051,isochondrodendrine,粒枝碱；异谷树碱,,C<Sub>36</Sub><Font>H</Font><Sub>38</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
534052,isocetic acid; pentadecanoic acid,十五酸；异鲸脑酸,,C<Sub>15</Sub><Font>H</Font><Sub>30</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
534053,isoceryl alcohol,异[虫]蜡醇；异二十六醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>22</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
534054,isocarbostyril; 1(2H)-isoquinolinone; 1-hydroxyisoquinoline,异喹啉酚；1-羟异喹啉,,C<Sub>9</Sub><Font>H</Font><Sub>7</Sub><Font>NO</Font>,2023-01-17
534055,isocaprophenone,苯异己酮；异戊基苯基酮,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>COC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
534056,isocapronitrile,异己腈,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>CN</Font>,2023-01-17
534057,"isocaprone; 2,8-dimethyl-5-nonane","二异戊基酮；2,8-二甲-5-壬酮",,[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>]</Font><Sub>2</Sub><Font>CO</Font>,2023-01-17
534058,isocaproic alcohol,异己醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
534059,isocaproic acid,异己酸,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>COOH</Font>,2023-01-17
534060,isocapric aldehyde,异癸醛,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>6</Sub><Font>CHO</Font>,2023-01-17
534061,isocapric alcohol,异癸醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>6</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
534062,isocamphoronic acid,异樟衍酸,,C<Sub>9</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
534063,isocamphane,异莰烷,,C<Sub>10</Sub><Font>H</Font><Sub>18</Sub>,2023-01-17
534064,isocamphoric acid,异樟脑酸,,C<Sub>8</Sub><Font>H</Font><Sub>14</Sub><Font>(COOH)</Font><Sub>2</Sub>,2023-01-17
534065,isobutyryl peroxide,过氧化异丁醯基,,[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCO]</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2023-01-17
534066,isobutyryl bromide,异丁醯溴,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCOBr</Font>,2023-01-17
534067,isobutyrophenone; isobutyrylbenzene,苯异丁酮；异丁醯苯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCOC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
534068,isobutyronitrile; 2-methylpropanenitrile,异丁腈；2-甲基丙腈,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCN</Font>,2023-01-17
534069,isobutyrone; diisopropyl ketone,二异丙基酮,,[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH]</Font><Sub>2</Sub><Font>CO</Font>,2023-01-17
534070,isobutyric anhydride,异丁[酸]酐,,[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCO]</Font><Sub>2</Sub><Font>O</Font>,2023-01-17
534071,isobutyroin,异丁偶姻,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>CH(OH)COC</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub>,2023-01-17
534072,isobutyric acid piperazinium salt,异丁酸哌【口+井】盐,,C<Sub>4</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>·2C</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>COOH</Font>,2023-01-17
534073,isobutyric acid amyl ester,异丁酸戊酯,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>COOC</Font><Sub>5</Sub><Font>H</Font><Sub>11</Sub>,2023-01-17
534074,isobutyric acid allyl ester; allyl isobutyrate,异丁酸烯丙酯,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>COOCH</Font><Sub>2</Sub><Font>CH=CH</Font><Sub>2</Sub>,2023-01-17
534075,isobutyric acid,异丁酸,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCOOH</Font>,2023-01-17
534076,isobutyramide; isobutyric amide,异丁醯胺,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCONH</Font><Sub>2</Sub>,2023-01-17
534077,isobutyraldehyde semicarbazone,异丁醛缩胺脲,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH=NNHCONH</Font><Sub>2</Sub>,2023-01-17
534078,isobutyraldehyde oxime,异丁醛肟,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH=NOH</Font>,2023-01-17
534079,isobutyraldehyde,异丁醛,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCHO</Font>,2023-01-17
534080,isobutylurethane; ethyl isobutylcarbamate,异丁乌拉坦；异丁胺甲酸乙酯,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>NHCOOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
534081,isobutylurea,异丁脲,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>NHCONH</Font><Sub>2</Sub>,2023-01-17
534082,N-isobutylphthalimide,N-异丁基苯二甲醯亚胺,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CON(C</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)CO</Font>,2023-01-17
534083,1-isobutyl-1-phenyl-hydrazine,1-异丁-1-苯肼,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>(C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)NNH</Font><Sub>2</Sub>,2023-01-17
534084,1-isobutyl-1-methyl-ethylene,1-异丁基-1-甲基乙烯,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)(CH</Font><Sub>3</Sub><Font>)C=CH</Font><Sub>2</Sub>,2023-01-17
534085,isobutylidene acetone,亚异丁基丙酮,,CH<Sub>3</Sub><Font>COCH=CHCH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534086,isobutylethylene; 4-methyl-1-pentene,异丁基乙烯；4-甲-1-戊烯,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>CH=CH</Font><Sub>2</Sub>,2023-01-17
534087,isobutylene oxide,伸异丁氧,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CCH</Font><Sub>2</Sub><Font>O</Font>,2023-01-17
534088,isobutylene glycol,伸异丁二醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C(OH)CH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
534089,isobutylene,异丁烯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C=CH</Font><Sub>2</Sub>,2023-01-17
534090,isobutylboric acid,异丁硼酸,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>B(OH)</Font><Sub>2</Sub>,2023-01-17
534091,isobutylbenzene,异丁苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>C</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534092,N-isobutylaniline,N-异丁苯胺；异丁胺苯；N-苯异丁胺,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHCH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534093,2-isobutylaminoethanol,2-异丁胺乙醇,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>NHC</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>OH</Font>,2023-01-17
534094,isobutylamine,异丁胺,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>NH</Font><Sub>2</Sub>,2023-01-17
534095,isobutylallylbarbituric acid,异丁基烯丙巴比妥酸,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>(C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>)C</Font><Sub>4</Sub><Font>H</Font><Sub>2</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
534096,isobutylacetylene; 4-methyl-1-pentyne,异丁基乙炔；4-甲基-1-戊炔,,"(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>C</Font><Fonthtml:Face=""细明体"" x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CH</Font>",2023-01-17
534097,isobutylacetonitrile; isocapronitrile,异丁基乙腈；异己腈,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>CN</Font>,2023-01-17
534098,isobutylacetic acid; isocarproic acid; 4-methylpentanoic acid,异丁基乙酸；异己酸；4-甲基戊酸,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>COOH</Font>,2023-01-17
534099,isobutyl sulfide,[二]异丁硫醚,,[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>]</Font><Sub>2</Sub><Font>S</Font>,2023-01-17
534100,isobutyl thiocyanate,硫氰酸异丁酯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>SCN</Font>,2023-01-17
534101,isobutyl stearate,硬脂酸异丁酯,,C<Sub>17</Sub><Font>H</Font><Sub>35</Sub><Font>COOCH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534102,isobutyl ricinoleate,蓖麻油酸异丁酯,,HOC<Sub>17</Sub><Font>H</Font><Sub>32</Sub><Font>COOC</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534103,isobutyl propionate,丙酸异丁酯,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>COOCH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534104,isobutyl phenyl ether,异丁基苯基醚,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>OCH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534105,isobutyl phenyl ketone; isobutanoylbenzene,异丁基苯基酮；异戊醯苯,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>COC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
534106,isobutyl phenylacetate,苯乙酸异丁酯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>COOC</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534107,isobutyl nitrite,亚硝酸异丁酯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>ONO</Font>,2023-01-17
534108,isobutyl nitrate,硝酸异丁酯,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>ONO</Font><Sub>2</Sub>,2023-01-17
534109,isobutyl methyl methanol; isobutylmethylcarbinol,甲基异丁基甲醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>CH(OH)CH</Font><Sub>3</Sub>,2023-01-17
534110,isobutyl mustard oil; isobutyl isothiocyanate,异丁芥子油；异硫氰酸异丁酯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>NCS</Font>,2023-01-17
534111,isobutyl methyl ether,甲基异丁基醚,,CH<Sub>3</Sub><Font>OCH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534112,isobutyl methacrylate,甲基丙烯酸异丁酯,,CH<Sub>2</Sub><Font>=C(CH</Font><Sub>3</Sub><Font>)COOC</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534113,isobutyl mercaptan; isobutyl mercaptane,异丁硫醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>SH</Font>,2023-01-17
534114,isobutyl lactate,乳酸异丁酯,,CH<Sub>3</Sub><Font>CH(OH)COOC</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534115,isobutyl isothiocyanate,异硫氰酸异丁酯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>NCS</Font>,2023-01-17
534116,isobutyl iodide,碘异丁烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>I</Font>,2023-01-17
534117,isobutyl p-hydroxybenzoate,对-羟苯甲酸异丁酯,,<p>HOC<sub>6</sub>H<sub>4</sub>COOC<sub>4</sub>H<sub>9</sub></p>,2025-05-16
534118,isobutyl formate,甲酸异丁酯,,HCOOCH<Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534119,isobutyl fluoride,氟异丁烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>F</Font>,2023-01-17
534120,isobutyl ethyl malonate,丙二酸异丁酯乙酯,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>OOCCH</Font><Sub>2</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
534121,isobutyl ether,[二]异丁醚,,[(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>]</Font><Sub>2</Sub><Font>O</Font>,2023-01-17
534122,isobutyl cyanide,异戊腈；氰异丁烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>CN</Font>,2023-01-17
534123,isobutyl chloride,氯异丁烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>Cl</Font>,2023-01-17
534124,isobutyl chlorocarbonate; isobutyl chloroformate,氯碳酸异丁酯；氯甲酸异丁酯,,ClCOOC<Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534125,isobutyl carbylamine; isobutyl isocyanide,异丁胩；异氰异丁烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>NC</Font>,2023-01-17
534126,isobutyl carbonate,碳酸异丁酯,,CO[OCH<Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>]</Font><Sub>2</Sub>,2023-01-17
534127,isobutyl butyrate,丁酸异丁酯,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>COOC</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534128,isobutyl carbamate,胺甲酸异丁酯,,H<Sub>2</Sub><Font>NCOOC</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534129,isobutyl bromide,溴异丁烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>Br</Font>,2023-01-17
534130,isobutyl borate,硼酸异丁酯,,B(OC<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>3</Sub>,2023-01-17
534131,isobutyl benzyl ketone,异丁基苄基酮,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>COCH</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
534132,isobutyl benzoate,苯甲酸异丁酯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>COOCH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534133,isobutyl arsenate,亚砷酸异丁酯,,As[OCH<Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>]</Font><Sub>3</Sub>,2023-01-17
534134,isobutyl p-aminobenzoate,对-胺苯甲酸异丁酯,,<p>H<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COOC<sub>4</sub>H<sub>9</sub></p>,2025-05-16
534135,isobutyl aldehyde,异丁醛,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCHO</Font>,2023-01-17
534136,isobutyl alcohol,异丁醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
534137,isobutyl acrylate,丙烯酸异丁酯,,CH<Sub>2</Sub><Font>=CHCOOC</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub>,2023-01-17
534138,isobutyl acetate,乙酸异丁酯,,CH<Sub>3</Sub><Font>COOCH</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2023-01-17
534139,isobutoxybenzene; isobutyl phenyl ether,异丁氧苯；异丁基苯基醚,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
534140,isobutene,异丁烯,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C=CH</Font><Sub>2</Sub>,2023-01-17
534141,isobutanol,异丁醇,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>2</Sub><Font>OH</Font>,2023-01-17
534142,isobutane,异丁烷,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CHCH</Font><Sub>3</Sub>,2023-01-17
534143,isobornylene,异莰烯,,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub>,2023-01-17
534144,isobornyl valerate,戊酸异莰酯,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>COOC</Font><Sub>10</Sub><Font>H</Font><Sub>17</Sub>,2023-01-17
534145,isobornyl thiocyanoacetate,硫氰乙酸异莰酯,,C<Sub>10</Sub><Font>H</Font><Sub>17</Sub><Font>OOCCH</Font><Sub>2</Sub><Font>SCN</Font>,2023-01-17
534146,isobornyl formate,甲酸异莰酯,,HCOOC<Sub>10</Sub><Font>H</Font><Sub>17</Sub>,2023-01-17
534147,isobornyl bromide,溴异莰；溴异龙脑,,C<Sub>10</Sub><Font>H</Font><Sub>17</Sub><Font>Br</Font>,2023-01-17
534148,isobornyl acetate,乙酸异莰酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>10</Sub><Font>H</Font><Sub>17</Sub>,2023-01-17
534149,isoborneol,异【草(之上)+伯】醇；异莰醇,,C<Sub>10</Sub><Font>H</Font><Sub>17</Sub><Font>OH</Font>,2023-01-17
534150,isobehenic acid,异萝酸；异二十二酸,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>18</Sub><Font>COOH</Font>,2023-01-17
534151,"1,3-isobenzofurandione; phthalic anhydride","1,3-异苯并呋喃二酮；酞酐",,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOCO</Font>,2023-01-17
534152,isobenzofuranone,异苯并呋喃酮,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOCH</Font><Sub>2</Sub>,2023-01-17
534153,"isobenzamarone; 1,2,3,4,5-pentaphenyl-1,5-pentanedione","异苯苦杏酮；1,2,3,4,5-五苯-1,5-戊二酮",,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH[CH(C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)COC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>]</Font><Sub>2</Sub>,2023-01-17
534154,isoapiole,异洋芹脑,,C<Sub>12</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>4</Sub>,2023-01-17
534155,isoascorbic acid,异抗坏血酸；异维生素C,,C<Sub>6</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>6</Sub>,2023-01-17
534156,"isoanthraflavic acid; 2,7-dihydroxyanthra-quinone","异蒽黄酸；2,7-二羟蒽醌",,HOC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CO)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>OH</Font>,2023-01-17
534157,isoamylurea,异戊脲,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>NHCONH</Font><Sub>2</Sub>,2023-01-17
534158,4-isoamylresorcinol,4-异戊间苯二酚,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>CH(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OH)</Font><Sub>2</Sub>,2023-01-17
534159,isoamylnaphthalene,异戊萘,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>C</Font><Sub>10</Sub><Font>H</Font><Sub>7</Sub>,2023-01-17
534160,isoamylphenylcarbinol,异戊基苯基甲醇,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>CH(OH)C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2023-01-17
534161,isoamylmalonic acid,异戊基丙二酸,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>CH(COOH)</Font><Sub>2</Sub>,2023-01-17
534162,isoamylmagnesium bromide,溴化异戊镁,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>MgBr</Font>,2023-01-17
534163,isoamylethylene; 5-methyl-1-hexene,异戊基乙烯；5-甲基己烯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>CH=CH</Font><Sub>2</Sub>,2023-01-17
534164,5-isoamyl-5-ethylbarbituric acid,5-异戊-5-乙巴比妥酸,,C<Sub>11</Sub><Font>H</Font><Sub>18</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2023-01-17
