ID,英文名稱,中文名稱,圖片,化學式,更新日期
619462,silver selenide,硒化银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">Se</Font>",2012-11-26
619463,silver stearate,硬脂酸银 {十八酸银},,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">18</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">35</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619464,silver selenate,硒酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">SeO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619465,silver rhodanide,硫氰化银 {硫氰酸银},,AgSCN,2012-11-26
619466,silver salicylate,柳酸银；水杨酸银,,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619467,silver pyrovanadate,焦钒酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">V</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
619468,silver pyrothioarsenite,焦硫亚砷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">As</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">S</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub>",2012-11-26
619469,silver pyrophosphate,焦磷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">P</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
619470,silver propionate,丙酸银,,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619471,silver potassium nitrate,硝酸银钾,,"<Font html:Color=""#000000"">AgK(NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619472,silver potassium cyanide,氰化银钾；[二]氰银化钾,,"<Font html:Color=""#000000"">K[(AgCN)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619473,silver potassium carbonate,碳酸银钾,,"<Font html:Color=""#000000"">AgKCO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619474,silver plumbate,铅酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">PbO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619475,silver phosphide,磷化银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">P</Font>",2012-11-26
619476,silver picrate,苦味酸银 {三硝苯酚银},,"<Font html:Color=""#000000"">AgOC</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">(NO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619477,silver phosphate,磷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">PO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619478,silver phenolsulfonate,酚磺酸银,,"<Font html:Color=""#000000"">Ag(HOC</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">SO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font>",2012-11-26
619479,silver perrhenate,过铼酸银,,"<Font html:Color=""#000000"">AgReO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619480,silver peroxide,过氧化银；二氧化银,,"<Font html:Color=""#000000"">AgO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619481,silver permanganate,过锰酸银,,"<Font html:Color=""#000000"">AgMnO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619483,silver perchlorate,过氯酸银,,"<Font html:Color=""#000000"">AgClO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619484,silver periodate,过碘酸银,,"<Font html:Color=""#000000"">AgIO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619485,silver palmitate,棕榈酸银；软脂酸银 {十六酸银},,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">16</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">31</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619487,silver oxalate,草酸银；乙二酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619488,silver orthothioarsenite,[正]硫亚砷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">AsS</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619489,silver orthothioantimonite,[正]硫亚锑酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">SbS</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619490,silver orthophosphate,[正]磷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">PO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619491,silver orthoperiodate,[正]过碘酸银,,"<Font html:Color=""#000000"">AgIO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619493,silver orthoarsenate,[正]砷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">AsO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619494,silver nitroprusside,亚硝亚铁氰化银；亚硝五氰亚铁化银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">[Fe(CN)</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">NO]</Font>",2012-11-26
619495,silver nitrite,亚硝酸银,,"<Font html:Color=""#000000"">AgNO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619496,silver nitride,氮化银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">N</Font>",2012-11-26
619497,silver nitrate,硝酸银,,"<Font html:Color=""#000000"">AgNO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619498,silver myristate,肉豆蔻酸银 {十四酸银},,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">14</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">27</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619500,silver monofluorophosphate,一氟磷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">PFO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619501,silver metathioarsenite,偏[二]硫代亚砷酸银,,"<Font html:Color=""#000000"">AgAsS</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619502,silver metathioantimonite,偏[二]硫亚锑酸银,,"<Font html:Color=""#000000"">AgSbS</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619503,silver metaplumbate,偏铅酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">PbO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619504,silver metaphosphate,偏磷酸银,,"<Font html:Color=""#000000"">AgPO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619505,silver metaniobate,偏铌酸银,,"<Font html:Color=""#000000"">AgNbO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619506,silver metaperiodate,偏过碘酸银,,"<Font html:Color=""#000000"">AgIO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619507,silver metabortae,偏硼酸银,,"<Font html:Color=""#000000"">AgBO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619509,silver mercuryiodide,碘化汞银,,"<Font html:Color=""#000000"">2AgI·HgI</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619510,silver mesoperiodate,中过碘酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">IO</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub>",2012-11-26
619511,silver levulinate,果糖衍酸银；乙醯丙酸银,,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619512,silver laurate,月桂酸银 {十二酸银},,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">12</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">23</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619513,silver iodate,碘酸银,,"<Font html:Color=""#000000"">AgIO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619514,silver iodide,碘化银,,AgI,2012-11-26
619515,silver lactate,乳酸银,,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619517,silver hyponitrite,次硝酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">N</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619518,silver hydroxyfluoride,氢氧氟化银,,AgOH·AgF,2012-11-26
619519,silver hypochlorite,次氯酸银,,AgOCl,2012-11-26
619520,silver hydroxide,氢氧化银,,AgOH,2012-11-26
619521,silver hydrogen sulfate,硫酸氢银,,"<Font html:Color=""#000000"">AgHSO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619522,silver hydrogen phosphate,磷酸氢银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">HPO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619523,silver hydrogen fluoride,氟化氢银 {酸式氟化银},,AgF·3HF,2012-11-26
619524,silver hydrogen ferrite,亚铁酸氢银；铁(II)酸氢银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">[H(FeO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619526,silver hydrogen citrate,柠檬酸氢银 {酸式柠檬酸银},,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">HC</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
619527,silver hexafluoroarsenate(V),六氟砷(V)酸银,,"<Font html:Color=""#000000"">Ag[AsF</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619528,silver hexafluorophosphate,六氟磷(V)酸银,,"<Font html:Color=""#000000"">Ag[PF</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619529,silver hexafluoroantimonate,[六]氟锑(V)酸银,,"<Font html:Color=""#000000"">Ag[SbF</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619530,silver fulminate,雷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">N</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619531,silver fluosilicate,[六]氟矽酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">[SiF</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619532,silver fluorotrioxophosphate,氟三氧磷酸银；一氟磷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">PFO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619534,silver ferrocyanide,亚铁氰化银；[六]氰铁(II)化银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">[Fe(CN)</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619535,silver ferricyanide,铁氰化银；[六]氰铁(III)化银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">[Fe(CN)</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619536,silver dithionate,二硫磺酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">S</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub>",2012-11-26
619538,silver dimesoperiodate,二中过碘酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">I</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">9</Font></Sub>",2012-11-26
619539,silver difluoride,二氟化银,,"<Font html:Color=""#000000"">AgF</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619540,silver dichromate,二铬酸银；重铬酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">Cr</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
619541,silver diamminonitrate,硝酸二氨银,,"<Font html:Color=""#000000"">[Ag(NH</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]NO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619542,silver diamminohydroxide,氢氧二氨银,,"<Font html:Color=""#000000"">[Ag(NH</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]OH</Font>",2012-11-26
619543,silver cyanate,氰酸银,,AgOCN,2012-11-26
619544,silver cyanide,氰化银,,AgCN,2012-11-26
619546,silver citrate,柠檬酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
619547,silver cinnamate,桂皮酸银；肉桂酸银,,<p>AgC<sub>9</sub>H<sub>7</sub>O<sub>2</sub></p>,2012-11-26
619548,silver chromate,铬酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">CrO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619550,silver chloroplatinate,氯铂酸银；[六]氯铂(IV)酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">[PtCl</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619551,silver chloroacetate,氯醋酸银；氯乙酸银,,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">ClO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619552,silver chlorate,氯酸银,,"<Font html:Color=""#000000"">AgClO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619553,silver chloride,氯化银,,AgCl,2012-11-26
619554,silver chlorite,亚氯酸银,,"<Font html:Color=""#000000"">AgClO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619555,silver carbonyl,羰银,,"<Font html:Color=""#000000"">[Ag(CO)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619556,silver carbonate,碳酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619557,silver bromide,溴化银,,AgBr,2012-11-26
619558,silver carbide,碳化银 {乙炔银} ,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619560,silver bromate,溴酸银,,"<Font html:Color=""#000000"">AgBrO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619561,silver bifluoride,氢氟化银 {酸式氟化银} ,,AgF·3HF,2012-11-26
619562,silver bichromate,二铬酸银；重铬酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">Cr</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
619563,silver benzoate,苯甲酸银,,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619564,silver arsenite,亚砷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">AsO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619565,silver azide,叠氮化银,,"<Font html:Color=""#000000"">AgN</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619566,silver arsenide,砷化银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">As</Font>",2012-11-26
619567,silver arsenate,砷酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">AsO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619569,silver antimonide,锑化银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">Sb</Font>",2012-11-26
619570,silver amidosulfonate,胺磺酸银,,"<Font html:Color=""#000000"">NH</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">SO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">Ag</Font>",2012-11-26
619571,silver amide,胺化银；银胺,,"<Font html:Color=""#000000"">AgNH</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619572,silver acid ferrite,酸式铁(II)酸银；酸式亚铁酸银,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">[H(FeO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
619573,silver acetylide,乙炔银 {碳化银} ,,"<Font html:Color=""#000000"">Ag</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619575,silver acetylacetonate,乙醯丙酮银,,"<Font html:Color=""#000000"">Ag(C</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font>",2012-11-26
619576,silver acetate,醋酸银；乙酸银,,"<Font html:Color=""#000000"">AgC</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
619577,silicyl oxide,氧化矽[烷]基；矽醚,,"<Font html:Color=""#000000"">(SiH</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font>",2012-11-26
619578,siloxy-,矽[烷]氧基,,"<Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">SiO-</Font>",2012-11-26
619579,silver,银,,Ag,2012-11-26
619580,silicyl-,矽基,,"<Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">Si-</Font>",2012-11-26
619581,silicotungstic acid,矽钨酸,,"<Font html:Color=""#000000"">SiO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">·12WO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619582,silicopropane,三矽烷,,"<Font html:Color=""#000000"">Si</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
619583,silicon triiodide monochloride,三碘一氯化矽,,"<Font html:Color=""#000000"">SiI</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">Cl</Font>",2012-11-26
619584,silicon triboride,三硼化矽,,"<Font html:Color=""#000000"">SiB</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
619585,silicon thiocyanate,硫氰酸矽 {硫氰化矽},,"<Font html:Color=""#000000"">Si(SCN)</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619586,silicon tetraiodide,四碘化矽,,"<Font html:Color=""#000000"">SiI</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619587,silicon tetrafluoride,四氟化矽,,"<Font html:Color=""#000000"">SiF</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619588,silicon tetrabromide,四溴化矽,,"<Font html:Color=""#000000"">SiBr</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619589,silicon tetrachloride,四氯化矽,,"<Font html:Color=""#000000"">SiCl</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619590,silicon tetraacetate,四醋酸矽；四乙酸矽,,"<Font html:Color=""#000000"">Si(CH</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">COO)</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
619592,silicon sulfocyanide,硫氰化矽 {硫氰酸矽} ,,"<Font html:Color=""#000000"">Si(SCN)</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
