ID,英文名稱,中文名稱,圖片,更新日期
6251523,Association for Molecular Pathology {=AMP},分子病理学协会,,2020-01-07
6251524,Astrovirus,星状病毒,,2020-01-07
6251525,asymptomatic,无症状的,,2020-01-07
6251526,atherosclerosis,动脉粥样硬化,,2020-01-07
6251527,atomic weight,原子量,,2020-01-07
6251528,ATP-binding cassette transporters,ATP结合匣运输蛋白；ABC运输蛋白,,2020-01-07
6251529,attenuated,减弱的,,2020-01-07
6251530,atypical,非典型的,,2020-01-07
6251531,audit,审计,,2020-01-07
6251532,Auer rods,Auer小体,,2020-01-07
6251533,autoadsorption,自体吸附,,2020-01-07
6251534,autoantibody,自体抗体,,2020-01-07
6251535,autoantigen,自体抗原,,2020-01-07
6251536,autoclave,高压锅,,2020-01-07
6251537,autocontrol,自动控制,,2020-01-07
6251538,autohemolysis,自体溶血,,2020-01-07
6251539,autoimmne hemolytic anemia {=AIHA},自体免疫溶血性贫血,,2020-01-07
6251540,autoimmune disease,自体免疫疾病,,2020-01-07
6251541,autoimmune hepatitis,自体免疫肝炎,,2020-01-07
6251542,autoimmune hypoglycemia,自体免疫低血糖症,,2020-01-07
6251543,autoimmune lymphoproliferative syndrome,自体免疫淋巴球增生症候群,,2020-01-07
6251544,autoimmune markers,自体免疫标记,,2020-01-07
6251545,autoimmune myelofibrosis,自体免疫骨髓纤维化,,2020-01-07
6251546,autoimmune thyroid disease,自体免疫甲状腺疾病,,2020-01-07
6251547,autoimmune-related hypoglycemia,自体免疫相关的低血糖症,,2020-01-07
6251548,autoimmunity,自体免疫,,2020-01-07
6251549,autologous cells,自体细胞,,2020-01-07
6251550,autologous donation,自体捐赠,,2020-01-07
6251551,automated,自动化的,,2020-01-07
6251552,automated delivery,自动化输出,,2020-01-07
6251553,automated system,自动化系统,,2020-01-07
6251554,automation,自动化,,2020-01-07
6251555,autophosphorylation,自我磷酸化,,2020-01-07
6251556,autoradiography,自动放射摄影术,,2020-01-07
6251557,autosomal,体染色体的,,2020-01-07
6251558,autosomal dominant hypercholesterolemia,体染色体显性高胆固醇症,,2020-01-07
6251559,autosomal recessive hypercholesterolemia,体染色体隐性高胆固醇症,,2020-01-07
6251560,autosome,体染色体,,2020-01-07
6251561,avidin,卵白素；抗生物素蛋白,,2020-01-07
6251562,B antigen,B抗原,,2020-01-07
6251563,B lymphocyte,B淋巴球,,2020-01-07
6251564,Babesia species,巴贝氏虫 {焦虫},,2020-01-07
6251565,babesiosis,巴贝氏虫病；焦虫病,,2020-01-07
6251566,bacillary angiomatosis,杆菌性血管瘤病,,2020-01-07
6251567,bacillary peliosis,杆菌性紫癜,,2020-01-07
6251568,Bacilli,杆菌,,2020-01-07
6251569,Bacillus anthracis,炭疽芽孢杆菌,,2020-01-07
6251570,Bacillus spp.,杆菌属,,2020-01-07
6251571,bacteremia,菌血症,,2020-01-07
6251572,bacteria,细菌,,2020-01-07
6251573,bacterial culture,细菌培养,,2020-01-07
6251574,bacterial parthogens,细菌性病原,,2020-01-07
6251575,bactericidal testing,杀菌性试验,,2020-01-07
6251576,bacteriology,细菌学,,2020-01-07
6251577,balanced translocation,平衡易位,,2020-01-07
6251578,balances,平衡,,2020-01-07
6251579,Balantidium coli,大肠纤毛虫,,2020-01-07
6251580,band,带,,2020-01-07
6251581,barbiturates,巴比妥酸盐,,2020-01-07
6251582,Bartonella,巴尔通体属,,2020-01-07
6251583,Bartter's syndrome,Bartter氏症候群,,2020-01-07
6251584,base substitution,碱基置换,,2020-01-07
6251585,base-pair,碱基对,,2020-01-07
6251586,Basidiomycota,担子菌门,,2020-01-07
6251587,basidiospore,担子菌孢子,,2020-01-07
6251588,basidium,担子囊,,2020-01-07
6251589,basophilia,嗜碱性白血球增多症,,2020-01-07
6251590,basophilic stippling,嗜碱性斑点,,2020-01-07
6251591,basophil,嗜碱性白血球,,2020-01-07
6251592,Bayes theorem,贝氏定理,,2020-01-07
6251593,BCR-ABL1 fusion gene,BCR-ABL1融合基因,,2020-01-07
6251594,Beauveria,白僵菌属,,2020-01-07
