ID,英文名稱,中文名稱,圖片,更新日期
21029006,3D array,三度空间阵列；三维阵列,,2023-01-17
21029007,3D cavity,3维腔,,2023-01-17
21029008,3D cross point memory array,三维交叉式记忆体阵列,,2023-01-17
21029009,3D depth sensor,3D 深度感测器,,2023-01-17
21029010,3D design,三维设计,,2023-01-17
21029011,3D digitizing,三维数位化,,2023-01-17
21029012,3d discrete wavelet transform{=3D DWT},三维离散小波变换,,2023-01-17
21029013,3D display,三维显示,,2023-01-17
21029014,3D displays,3D 显示器；三维显示器,,2023-01-17
21029015,3D emerging memory,三维新兴记忆体,,2023-01-17
21029016,3D finite element method,三维有限元素法,,2023-01-17
21029017,3D gantry control,三 维塔架控制,,2023-01-17
21029018,3D heterogeneous integration,三 维异质整合,,2023-01-17
21029019,3D human organ model,三维人类器官模型,,2023-01-17
21029020,3D human pose,三维人类姿势,,2023-01-17
21029021,3D IC,三维积体电路,,2023-01-17
21029022,3D image processing,三度空间影像处理,,2023-01-17
21029023,3d image stitching,三维视讯合并,,2023-01-17
21029024,3D integrated circuit{=3D-IC},三维积体电路,,2023-01-17
21029025,3D interaction,3D 互动；三维交互作用,,2023-01-17
21029026,3D interactive optimizer,三维交互最佳化器；3D 互动式优化器,,2023-01-17
21029027,3D measurement,三维量测,,2023-01-17
21029028,3D memories,三维记忆体,,2023-01-17
21029029,3D Memory,三维记忆体,,2023-01-17
21029030,3D MIMO,三维多输入多输出,,2023-01-17
21029031,3D modeling,3D 建模；三维模型化,,2023-01-17
21029032,3D multicore processor,三维多核心处理器,,2023-01-17
21029033,3D NAND flash,三维 NAND 快闪记忆体；三维「反及」闸快闪记忆体,,2023-01-17
21029034,3D network-on-chip,三维网路单晶片,,2023-01-17
21029035,3D object tracking,三维物件追踪,,2023-01-17
21029036,3D perception,三维感知,,2023-01-17
21029037,3D Point Cloud,三维点云,,2023-01-17
21029038,3D point cloud matching,三维点云匹配,,2023-01-17
21029039,3D Pose Estimation,三维姿态估测,,2023-01-17
21029040,3D pose recognition,3D 姿态辨识；三维姿态辨识,,2023-01-17
21029041,3D print,3D 列印；三维列印,,2023-01-17
21029042,3D printer,3D 列印机；三维列印机,,2023-01-17
21029043,3D printing,3D 列印；三维印刷,,2023-01-17
21029044,3D probing,3D探测,,2023-01-17
