ID,英文名稱,中文名稱,圖片,更新日期
21291103,airscrew blade,空气螺桨叶片,,
21291104,airscrew-propelled vessel,空气螺旋桨[推进]船,,
21291105,air-sea interface,空气海水介面,,
21291106,airship,飞船,,
21291107,airtight bulkhead,气密舱壁,,
21291108,airtightness,气密性,,
21291109,airtightness test,气密试验,,
21291110,Airy wave,艾氏波,,
21291111,aisle,通道；走道；船内通道,,
21291112,Akona,一种新几内亚双体船,,
21291113,alarm,警报；报警器；信号器,,
21291114,alarm bell,警铃；警钟,,
21291115,alarm circuit,警报电路,,
21291116,alarm monitoring,警报监测,,
21291117,alarm signal,警报信号,,
21291118,alarm thermometer,警报温度计,,
21291119,alarm thermostat,警报控温器,,
21291120,alarm unit,警报装置,,
21291121,alarm valve,警报阀,,
21291122,alarm water level,水位警报器,,
21291123,alclad,铝护面[层],,
21291124,alcohol engine,酒精引擎,,
21291125,alcohol paint,酒精涂料,,
21291126,alcohol thermometer,酒精温度计,,
21291127,alcumite,铅青铜；铜铅铁镍耐蚀合金,,
21291128,Aldrey,铅镁矽合金；铝德来合金,,
21291129,algorithm,算则；演算法,,
21291130,alignment,校准,,
21291131,alignment bracket,校准架,,
21291132,alive circuit,带电电路,,
21291133,alkalies,碱性液,,
21291134,alkaline cell,碱性蓄电池,,
21291135,alkalinity,碱度,,
21291136,alkyd paint,烷基树脂漆；船底一号漆,,
21291137,alkyd resin paint,醇酸树脂涂料,,
21291138,all gear system,全齿轮系统,,
21291139,all movable rudder,全动舵,,
21291140,all position welding,全姿势銲接,,
21291141,all purpose viscosimeter,通用黏度计,,
21291142,all round reversing gear,全周逆转装置,,
21291143,all speed governor,可变调速器,,
21291144,all water wall boiler,全水冷壁锅炉,,
21291145,all-around weld,全周銲道,,
21291146,all-directional propeller,全向螺桨,,
21291147,alley way,通道；走廊,,
21291148,all-hatch ship,大舱口船,,
21291149,alligator punching machine,鳄口形冲床,,
21291150,alligator shear,鳄口形剪[切]机,,
21291151,alligator shearing machine,鳄口形剪机,,
21291152,all-metal mounting,全金属减振座,,
21291153,allocation,配置；定位置,,
21291154,allowable limit,容许限度,,
21291155,allowable load,容许负荷,,
21291156,allowable minimuma angle,容许最小角度,,
21291157,allowable pressure,容许压力,,
21291158,allowable strength,容许强度,,
21291159,allowable stress,容许应力,,
21291160,allowable value,容许值,,
21291161,allowance,裕度；容许[公]差,,
21291162,allowance list,船用附品清单,,
21291163,allowance test,裕度试验,,
21291164,alloy,合金,,
21291165,alloy steel,合金钢,,
21291166,alloying element,合金元素,,
21291167,alloying metal,合金,,
21291168,all-purpose ship,多功能船；多用途船,,
21291169,all-round light,环照灯,,
21291170,all-up weight,[水翼船]拖举重量,,
21291171,all-wave receiver,全波接收器,,
21291172,all-weld-metal test specimen,熔著金属试片；全銲接金属试片,,
21291173,almanac,历书；天文历,,
21291174,along shore,沿岸,,
21291175,alongside power boom,[潜艇]舷侧供电杆,,
21291176,alternate current generator,交流发电机,,
21291177,alternate deposition,交互堆积法（銲接）,,
21291178,alternate load,交变负荷,,
21291179,alternate stress,交变应力,,
21291180,alternating current circuit,交流电路,,
21291181,alternating current generator,交流发电机,,
21291182,alternating current motor,交流电动机；交流马达,,
21291183,alternating current (AC),交流电,,
21291184,alternating loading,交替装载法；跳舱装载法,,
21291185,alternating strain,交变应变,,
21291186,alternating stress,交变应力,,
21291187,alternation specification,加改装规范,,
