ID,英文名稱,中文名稱,圖片,更新日期
2744444,altometer,测高计,,2017-01-16
2744445,alto-relievo map,立体图,,2017-01-16
2744446,alum,明矾,,2017-01-16
2744447,alum potassium chrome,钾铬矾,,2017-01-16
2744448,alumina hydrate,水化矾土,,2017-01-16
2744449,aluminum extension leg tripod,铝制伸缩三脚架,,2017-01-16
2744450,aluminum oxide,氧化铝,,2017-01-16
2744451,aluminum plate,铝板,,2017-01-16
2744452,ambient temperature,环境温度,,2017-01-16
2744453,ambiguity,不明确值；模糊,,2017-01-16
2744454,ambiguity function method,不明确值函数法,,2017-01-16
2744455,ambulator,测距器,,2017-01-16
2744456,amended focal length,改正焦距,,2017-01-16
2744457,American Standards Association (ASA),美国标准局,,2017-01-16
2744458,Amici prism,阿米西棱镜,,2017-01-16
2744459,amidol,阿米多尔,,2017-01-16
2744460,ammonia process,铔气法,,2017-01-16
2744461,ammonia solution,阿莫尼亚溶液,,2017-01-16
2744462,ammonia water,铔水,,2017-01-16
2744463,ammonium bichromate,重铬酸铔,,2017-01-16
2744464,ammonium hydroxide,氢氧化铔,,2017-01-16
2744465,ammonium-ferric cirtate,柠檬酸铁铵,,2017-01-16
2744466,ammonium nitrate,硝酸铵,,2017-01-16
2744467,ammonium phosphate,燐酸铵,,2017-01-16
2744468,amount of crown,路拱高度,,2017-01-16
2744469,amount of deflection,偏差值；挠度,,2017-01-16
2744470,amount of details,地图内容记载量,,2017-01-16
2744471,amount of precipitation,降水量,,2017-01-16
2744472,amphibious map,两栖图,,2017-01-16
2744473,amphidromic system,无潮系统,,2017-01-16
2744474,amphitheatre river terrace,剧场河阶,,2017-01-16
2744475,amplifier,增辐器；扩大器,,2017-01-16
2744476,amplifying lens,放大透镜,,2017-01-16
2744477,amplitude,振辐；天体出没方位角；潮差辐,,2017-01-16
2744478,amplitude modulation,调辐,,2017-01-16
2744479,amplitude of vibration pendulum,摆幅,,2017-01-16
2744480,amplitude of waves,波辐,,2017-01-16
2744481,Amsler planimeter,安氏求积仪,,2017-01-16
2744482,anaberrational reflector telescope,消像差反射望远镜,,2017-01-16
2744483,anaglyph,互补色；互补色立体像片,,2017-01-16
2744484,anaglyph process,互补色法,,2017-01-16
2744485,anaglyph stereoscopy,互补色立体观测,,2017-01-16
2744486,anaglyphic map,互补色立体图,,2017-01-16
2744487,anaglyphic method,互补色立体观察法,,2017-01-16
2744488,anaglyphic plotter,互补色立体测图仪,,2017-01-16
2744489,anaglyphic presentation,互补色立体显示,,2017-01-16
2744490,anaglyphic principle,互补色原理,,2017-01-16
2744491,anaglyphscope,互补色眼镜,,2017-01-16
2744492,anagraph,立体纠正镜,,2017-01-16
2744493,analemma,日晷；日赤纬表,,2017-01-16
2744494,anallatic lens,返原透镜,,2017-01-16
2744495,anallatic center,准距点；准距中心,,2017-01-16
2744496,anallatic correction,返原改正,,2017-01-16
2744497,anallatic telescope,返原望远镜,,2017-01-16
2744498,anallatism,准距性；消加常数(视距测量),,2017-01-16
2744499,analog aerial triangulation,类比空中三角测量,,2017-01-16
2744500,analog input sensor,类比输入感测器,,2017-01-16
2744501,analog instrument,类比仪器,,2017-01-16
2744502,analog map,类比地图,,2017-01-16
2744503,analog model,类比模型,,2017-01-16
